hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,specificcondition_DO,genericcondition_DO,inductiontask_DO
9be7738d0e35,2026-04-20 15:10:07,2026-04-20 15:20:01,IP Address,100,593,True,2026-04-20 15:20:01,R_5gUdQaDcBupL44Z,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|bird|cow|pig,7,9,17,40,58,36,30,34,55,73,78,65,24,8,18,17,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,How people view different groups of people,generic,NA,FL_15,NA,freckles_feet|dont_like_icecream|hop_puddles|stripes_hair|flap_arms_happy|draw_stars_knees|scared_ladybugs|sleep_trees|like_sing|climb_fences|dont_like_mud|bounce_ball_head|eat_flowers|babies_blankets|can_flip_air|chase_shadows,maple_syrup|potatoes|song|dance|clap|cave|window|sad|cats|lion|banjo|pond|yellow|look_left|garbage|opera|attn_check
09d381d74544,2026-04-20 15:13:41,2026-04-20 15:20:03,IP Address,100,381,True,2026-04-20 15:20:03,R_6ROMH7sLADpPQ9S,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,1,100,28,54,51,52,4,1,100,1,100,79,100,100,85,37,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,listening,generic,NA,FL_15,NA,can_flip_air|like_sing|babies_blankets|stripes_hair|dont_like_icecream|bounce_ball_head|sleep_trees|scared_ladybugs|chase_shadows|freckles_feet|dont_like_mud|eat_flowers|climb_fences|flap_arms_happy|hop_puddles|draw_stars_knees,look_left|maple_syrup|dance|garbage|pond|cave|clap|song|opera|attn_check|window|banjo|potatoes|lion|cats|sad|yellow
5fa23ed0f9c5,2026-04-20 15:09:40,2026-04-20 15:20:09,IP Address,100,629,True,2026-04-20 15:20:09,R_1MtiLN5b3RI6PPj,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|bird|pig|horse,9,5,22,28,12,8,11,18,6,34,34,24,15,4,13,28,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,A fictional group of people called Zarpies.,specific,NA,FL_14,stripes_hair|hop_puddles|sleep_trees|like_sing|dont_like_mud|climb_fences|eat_flowers|flap_arms_happy|draw_stars_knees|scared_ladybugs|chase_shadows|freckles_feet|can_flip_air|bounce_ball_head|babies_blankets|dont_like_icecream,NA,sad|clap|song|maple_syrup|attn_check|dance|lion|cats|potatoes|yellow|look_left|cave|banjo|opera|window|garbage|pond
8511dbcb2b9b,2026-04-20 15:13:31,2026-04-20 15:20:17,IP Address,100,406,True,2026-04-20 15:20:17,R_6scdCPkYSfiSGP4,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|pig|dog,25,1,33,20,1,1,50,2,50,1,90,5,50,1,40,66,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,How people form stereotypes about certain races or ethnicities.,baseline,NA,FL_24,NA,NA,pond|banjo|look_left|cave|maple_syrup|song|opera|clap|garbage|cats|potatoes|attn_check|window|lion|sad|yellow|dance
77eb921ee3eb,2026-04-20 15:17:47,2026-04-20 15:21:20,IP Address,100,213,True,2026-04-20 15:21:20,R_3kZUqBxYRg2Ludb,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|pig|dog,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,no idea,baseline,NA,FL_24,NA,NA,look_left|attn_check|yellow|maple_syrup|dance|banjo|window|pond|opera|clap|sad|potatoes|song|garbage|cats|lion|cave
cce25abb230a,2026-04-20 15:14:40,2026-04-20 15:21:58,IP Address,100,437,True,2026-04-20 15:21:58,R_324aG5rodcKBonD,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|dog|pig|cow,50,5,25,10,50,75,25,5,20,25,60,10,15,10,75,25,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",none,perception of a group of people,baseline,NA,FL_24,NA,NA,cave|pond|look_left|opera|clap|sad|banjo|attn_check|maple_syrup|window|garbage|dance|song|potatoes|cats|lion|yellow
de6f6fdb2ceb,2026-04-20 15:16:07,2026-04-20 15:22:04,IP Address,100,357,True,2026-04-20 15:22:05,R_5Y5SxeJSsMqbXJd,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|bird|horse,24,22,24,50,25,25,77,24,14,10,12,76,8,24,50,51,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,NA,generic,NA,FL_15,NA,dont_like_mud|flap_arms_happy|freckles_feet|babies_blankets|chase_shadows|eat_flowers|sleep_trees|dont_like_icecream|hop_puddles|scared_ladybugs|bounce_ball_head|climb_fences|draw_stars_knees|stripes_hair|like_sing|can_flip_air,potatoes|cave|pond|opera|sad|banjo|cats|clap|dance|garbage|window|song|maple_syrup|look_left|lion|yellow|attn_check
ef914981fe19,2026-04-20 15:15:33,2026-04-20 15:22:10,IP Address,100,397,True,2026-04-20 15:22:10,R_7Rx4A39dc7Kapqu,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|pig|bird,2,2,33,12,27,10,9,6,5,8,4,35,5,3,12,3,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,"I have no idea, very odd study",specific,NA,FL_14,freckles_feet|babies_blankets|dont_like_icecream|draw_stars_knees|flap_arms_happy|chase_shadows|bounce_ball_head|scared_ladybugs|stripes_hair|sleep_trees|climb_fences|like_sing|eat_flowers|can_flip_air|dont_like_mud|hop_puddles,NA,maple_syrup|lion|clap|look_left|potatoes|dance|opera|attn_check|garbage|banjo|window|pond|cats|song|sad|yellow|cave
db9fc517942c,2026-04-20 15:11:29,2026-04-20 15:22:32,IP Address,100,662,True,2026-04-20 15:22:33,R_5q9QkYHwPUjRknm,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,0,0,5,10,0,5,0,5,2,5,5,5,0,0,0,5,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",None,Remembering the characteristics of each Zarpies,specific,NA,FL_14,like_sing|eat_flowers|climb_fences|flap_arms_happy|draw_stars_knees|bounce_ball_head|dont_like_icecream|stripes_hair|babies_blankets|chase_shadows|freckles_feet|can_flip_air|hop_puddles|sleep_trees|scared_ladybugs|dont_like_mud,NA,opera|pond|attn_check|garbage|look_left|lion|song|sad|cats|potatoes|clap|yellow|maple_syrup|cave|dance|banjo|window
6ff67d67254e,2026-04-20 15:14:33,2026-04-20 15:23:03,IP Address,100,510,True,2026-04-20 15:23:03,R_7haVTiQl8wzcAad,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|horse|pig|dog,100,84,98,25,12,8,95,10,75,0,89,90,50,75,100,25,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,How we identify what a Zarpie is and how we view them strictly on a picture.,specific,NA,FL_14,dont_like_icecream|stripes_hair|draw_stars_knees|babies_blankets|like_sing|hop_puddles|chase_shadows|flap_arms_happy|eat_flowers|scared_ladybugs|can_flip_air|dont_like_mud|freckles_feet|bounce_ball_head|climb_fences|sleep_trees,NA,maple_syrup|clap|banjo|pond|window|garbage|dance|cave|attn_check|look_left|cats|song|lion|yellow|sad|potatoes|opera
6fc7986f5d07,2026-04-20 15:13:19,2026-04-20 15:23:07,IP Address,100,588,True,2026-04-20 15:23:07,R_5jN9H5vmESte7PO,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|cow|bird|pig,50,24,51,51,33,21,20,65,61,21,24,76,49,48,76,75,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,A study about a certain group of people.,specific,NA,FL_14,sleep_trees|bounce_ball_head|freckles_feet|stripes_hair|climb_fences|babies_blankets|dont_like_icecream|dont_like_mud|hop_puddles|eat_flowers|like_sing|draw_stars_knees|can_flip_air|flap_arms_happy|chase_shadows|scared_ladybugs,NA,dance|yellow|lion|song|opera|clap|cave|banjo|garbage|look_left|window|cats|maple_syrup|pond|potatoes|sad|attn_check
5dbfe0b1604f,2026-04-20 15:19:15,2026-04-20 15:23:46,IP Address,100,270,True,2026-04-20 15:23:46,R_6Jl9wppto5VdYQ1,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|bird|dog,100,100,100,99,100,100,99,100,100,99,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",no,easy,baseline,NA,FL_24,NA,NA,dance|potatoes|lion|cave|yellow|garbage|pond|maple_syrup|sad|banjo|opera|attn_check|window|song|cats|clap|look_left
030f29562ba1,2026-04-20 15:17:48,2026-04-20 15:24:28,IP Address,100,399,True,2026-04-20 15:24:28,R_6tyhZtqrxaq3MB6,anonymous,EN,I consent,"Yes, I will",pig,horse|pig|dog|cow|bird,24,23,98,24,10,30,77,98,31,76,50,100,29,89,99,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,my sound did not work halfway through,attention to detail maybe?,specific,NA,FL_14,freckles_feet|stripes_hair|hop_puddles|can_flip_air|scared_ladybugs|bounce_ball_head|babies_blankets|dont_like_icecream|climb_fences|chase_shadows|eat_flowers|draw_stars_knees|like_sing|flap_arms_happy|dont_like_mud|sleep_trees,NA,lion|yellow|window|cave|banjo|potatoes|look_left|maple_syrup|song|opera|dance|garbage|clap|cats|pond|attn_check|sad
bbe28487eb57,2026-04-20 15:17:55,2026-04-20 15:24:54,IP Address,100,418,True,2026-04-20 15:24:54,R_1pVSAEbrJZSJvRN,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|bird|cow|pig,11,0,67,10,50,5,25,0,0,20,0,50,0,0,25,36,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,no issues,judging actions about a fictional group of people,specific,NA,FL_14,can_flip_air|chase_shadows|flap_arms_happy|bounce_ball_head|stripes_hair|eat_flowers|climb_fences|hop_puddles|scared_ladybugs|sleep_trees|draw_stars_knees|dont_like_icecream|freckles_feet|like_sing|dont_like_mud|babies_blankets,NA,lion|attn_check|yellow|maple_syrup|potatoes|sad|cave|garbage|banjo|song|opera|cats|pond|window|dance|clap|look_left
013233236d9a,2026-04-20 15:19:46,2026-04-20 15:25:05,IP Address,100,319,True,2026-04-20 15:25:05,R_6ahiJCUmUTvpHc1,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|horse|bird|cow,90,70,83,51,52,62,83,50,91,50,100,50,70,77,83,91,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"Native American, American Indian, or Alaska Native",NA,Some college,NA,perception,baseline,NA,FL_24,NA,NA,window|pond|look_left|attn_check|lion|clap|cave|cats|dance|banjo|maple_syrup|sad|yellow|song|opera|potatoes|garbage
c75b6fad7715,2026-04-20 15:17:50,2026-04-20 15:25:07,IP Address,100,437,True,2026-04-20 15:25:07,R_1fdfbNiOt4hPf7X,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|horse|cow|pig,23,1,10,5,33,1,5,1,11,5,50,17,10,1,1,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Empathy,baseline,NA,FL_24,NA,NA,yellow|song|dance|cats|cave|lion|window|potatoes|look_left|banjo|clap|attn_check|sad|pond|opera|maple_syrup|garbage
3f63b553ddc9,2026-04-20 15:14:26,2026-04-20 15:26:04,IP Address,100,698,True,2026-04-20 15:26:05,R_3ojyeP4W0tqrLbB,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,15,2,14,30,13,20,10,20,50,25,10,10,40,15,40,0,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,I don't know if that was a Math Quiz or what it was ???,specific,NA,FL_14,flap_arms_happy|scared_ladybugs|babies_blankets|like_sing|dont_like_icecream|hop_puddles|sleep_trees|draw_stars_knees|climb_fences|dont_like_mud|stripes_hair|eat_flowers|freckles_feet|can_flip_air|chase_shadows|bounce_ball_head,NA,song|yellow|look_left|potatoes|garbage|maple_syrup|opera|dance|clap|banjo|window|attn_check|sad|cave|lion|pond|cats
34b9a0c58842,2026-04-20 15:18:09,2026-04-20 15:26:42,IP Address,100,512,True,2026-04-20 15:26:42,R_725UWWdXAzndjSz,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,100,21,49,25,30,49,31,50,20,25,40,100,30,10,10,20,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,A fictional people,generic,NA,FL_15,NA,like_sing|flap_arms_happy|dont_like_mud|eat_flowers|draw_stars_knees|sleep_trees|can_flip_air|dont_like_icecream|babies_blankets|bounce_ball_head|stripes_hair|freckles_feet|hop_puddles|climb_fences|chase_shadows|scared_ladybugs,window|cave|banjo|dance|pond|clap|yellow|sad|garbage|lion|look_left|cats|maple_syrup|song|attn_check|potatoes|opera
ab34961c8305,2026-04-20 15:15:56,2026-04-20 15:26:54,IP Address,100,657,True,2026-04-20 15:26:55,R_7xtCboVkD0Ht2Fj,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|cow|dog|bird,10,0,30,10,10,2,1,0,5,15,2,30,10,1,10,5,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a,Native American, American Indian, or Alaska Native",NA,High school/GED,NA,a group of people,generic,NA,FL_15,NA,sleep_trees|can_flip_air|dont_like_icecream|chase_shadows|draw_stars_knees|hop_puddles|scared_ladybugs|stripes_hair|flap_arms_happy|bounce_ball_head|babies_blankets|dont_like_mud|like_sing|freckles_feet|climb_fences|eat_flowers,cave|window|cats|garbage|dance|potatoes|pond|lion|yellow|maple_syrup|look_left|song|sad|banjo|attn_check|clap|opera
0c78df3264a2,2026-04-20 15:11:13,2026-04-20 15:27:26,IP Address,100,972,True,2026-04-20 15:27:26,R_5DoJAQh44FPA45i,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|dog|horse,51,38,24,30,21,27,45,56,51,23,45,24,54,39,72,22,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",None,Decision,baseline,NA,FL_24,NA,NA,pond|lion|cats|window|attn_check|cave|clap|yellow|potatoes|song|banjo|look_left|garbage|dance|maple_syrup|sad|opera
912ed7134c22,2026-04-20 15:18:23,2026-04-20 15:27:27,IP Address,100,543,True,2026-04-20 15:27:28,R_7PjfgoOs2ot62hH,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|bird|dog|pig,14,25,55,30,35,15,7,35,5,25,13,55,15,8,42,13,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,"No, everything worked well",judgements about people,specific,NA,FL_14,dont_like_mud|dont_like_icecream|sleep_trees|flap_arms_happy|freckles_feet|eat_flowers|babies_blankets|chase_shadows|scared_ladybugs|can_flip_air|bounce_ball_head|climb_fences|hop_puddles|stripes_hair|like_sing|draw_stars_knees,NA,pond|attn_check|maple_syrup|cave|potatoes|window|garbage|banjo|lion|sad|yellow|opera|dance|look_left|cats|song|clap
